wavelength,intensity
697.155172413793,1.0
695.3793103448276,0.875
693.603448275862,1.3125
691.8275862068965,0.875
690.0517241379309,0.875
688.2758620689655,1.375
686.4999999999999,0.875
684.7241379310344,0.8125
682.9482758620688,1.3125
681.1724137931034,1.625
679.3965517241379,1.4375
677.6206896551723,1.5
675.8448275862069,1.4375
674.0689655172413,0.9375
672.2931034482758,1.75
670.5172413793102,2.5
668.7413793103448,2.0625
666.9655172413792,1.8125
665.1896551724137,1.25
663.4137931034483,1.0
661.6379310344827,1.125
659.8620689655172,1.5
658.0862068965516,1.75
656.3103448275862,2.25
654.5344827586206,1.75
652.7586206896551,1.9375
650.9827586206895,1.9375
649.2068965517241,1.875
647.4310344827586,1.625
645.655172413793,1.375
643.8793103448276,1.1875
642.103448275862,0.8125
640.3275862068965,1.3125
638.5517241379309,1.5625
636.7758620689655,1.25
634.9999999999999,0.9375
633.2241379310344,0.8125
631.4482758620688,0.9375
629.6724137931034,1.125
627.8965517241379,1.625
626.1206896551723,1.4375
624.3448275862069,1.4375
622.5689655172413,1.4375
620.7931034482758,1.25
619.0172413793102,1.125
617.2413793103448,1.4375
615.4655172413792,1.3125
613.6896551724137,1.125
611.9137931034483,1.375
610.1379310344827,1.5
608.3620689655172,1.75
606.5862068965516,1.9375
604.8103448275862,1.8125
603.0344827586206,1.5
601.2586206896551,1.6875
599.4827586206895,2.1875
597.7068965517241,2.4375
595.9310344827585,1.625
594.155172413793,1.9375
592.3793103448276,2.1875
590.603448275862,2.125
588.8275862068965,2.5625
587.0517241379309,2.75
585.2758620689655,3.625
583.4999999999999,3.8125
581.7241379310344,3.3125
579.9482758620688,3.125
578.1724137931034,3.0625
576.3965517241379,3.25
574.6206896551723,3.5
572.8448275862069,3.6875
571.0689655172413,3.5625
569.2931034482758,3.875
567.5172413793102,3.5625
565.7413793103448,4.0625
563.9655172413792,5.0
562.1896551724137,4.6875
560.4137931034481,4.6875
558.6379310344827,4.9375
556.8620689655172,5.5625
555.0862068965516,8.375
553.3103448275862,15.9375
551.5344827586206,22.75
549.7586206896551,22.5625
547.9827586206895,16.875
546.2068965517241,8.375
544.4310344827585,4.8125
542.655172413793,3.875
540.8793103448276,3.0
539.103448275862,3.0625
537.3275862068965,3.375
535.5517241379309,3.8125
533.7758620689655,3.25
531.9999999999999,3.1875
530.2241379310344,3.1875
528.4482758620688,3.3125
526.6724137931034,3.75
524.8965517241379,3.25
523.1206896551723,2.5
521.3448275862069,2.625
519.5689655172413,2.8125
517.7931034482758,2.5
516.0172413793102,3.0
514.2413793103448,3.8125
512.4655172413792,3.375
510.6896551724137,2.8125
508.91379310344814,2.875
507.1379310344827,2.625
505.3620689655172,3.25
503.58620689655163,3.1875
501.81034482758616,2.5625
500.0344827586206,1.875
498.2586206896551,2.1875
496.48275862068954,2.625
494.70689655172407,2.25
492.9310344827585,1.8125
491.155172413793,1.8125
489.37931034482756,1.9375
487.603448275862,1.8125
485.8275862068965,1.875
484.05172413793093,1.25
482.27586206896547,1.125
480.4999999999999,1.625
478.7241379310344,1.3125
476.94827586206884,1.4375
475.1724137931034,1.4375
473.3965517241378,2.0625
471.6206896551723,2.125
469.84482758620686,1.75
468.0689655172413,1.5625
466.2931034482758,1.375
464.51724137931024,1.375
462.74137931034477,0.875
460.9655172413792,0.75
459.1896551724137,1.125
457.41379310344814,1.1875
455.6379310344827,1.6875
453.8620689655172,1.4375
452.08620689655163,1.1875
450.31034482758616,1.375
448.5344827586206,1.75
446.7586206896551,2.0
444.98275862068954,1.25
443.20689655172407,1.0625
441.4310344827585,1.125
439.655172413793,1.0625
437.87931034482745,1.25
436.103448275862,1.75
434.3275862068965,2.125
432.55172413793093,1.8125
430.77586206896547,1.75
428.9999999999999,1.4375
427.2241379310344,1.4375
425.44827586206884,1.0
423.67241379310326,1.5
421.8965517241379,1.1875
420.1206896551723,1.25
418.34482758620675,1.0625
416.5689655172414,1.125
