wavelength,intensity
697.155172413793,2.375
695.3793103448276,2.75
693.603448275862,2.875
691.8275862068965,3.375
690.0517241379309,3.75
688.2758620689655,5.25
686.4999999999999,5.0
684.7241379310344,5.25
682.9482758620688,5.375
681.1724137931034,4.5
679.3965517241379,4.75
677.6206896551723,5.5
675.8448275862069,5.0
674.0689655172413,6.125
672.2931034482758,6.625
670.5172413793102,7.375
668.7413793103448,8.375
666.9655172413792,9.125
665.1896551724137,8.0
663.4137931034483,8.0
661.6379310344827,7.5
659.8620689655172,7.0
658.0862068965516,7.625
656.3103448275862,7.875
654.5344827586206,6.875
652.7586206896551,7.5
650.9827586206895,8.125
649.2068965517241,8.125
647.4310344827586,8.125
645.655172413793,8.0
643.8793103448276,7.0
642.103448275862,7.5
640.3275862068965,8.125
638.5517241379309,8.625
636.7758620689655,9.125
634.9999999999999,7.375
633.2241379310344,7.375
631.4482758620688,8.75
629.6724137931034,8.875
627.8965517241379,8.25
626.1206896551723,8.5
624.3448275862069,8.5
622.5689655172413,8.75
620.7931034482758,7.75
619.0172413793102,7.375
617.2413793103448,7.875
615.4655172413792,8.875
613.6896551724137,9.25
611.9137931034483,9.25
610.1379310344827,10.625
608.3620689655172,9.75
606.5862068965516,10.125
604.8103448275862,10.75
603.0344827586206,12.25
601.2586206896551,11.875
599.4827586206895,12.0
597.7068965517241,13.125
595.9310344827585,13.75
594.155172413793,14.125
592.3793103448276,15.75
590.603448275862,15.25
588.8275862068965,15.875
587.0517241379309,15.0
585.2758620689655,14.375
583.4999999999999,16.0
581.7241379310344,15.25
579.9482758620688,14.75
578.1724137931034,16.375
576.3965517241379,15.375
574.6206896551723,16.0
572.8448275862069,15.875
571.0689655172413,16.625
569.2931034482758,18.0
567.5172413793102,17.625
565.7413793103448,18.125
563.9655172413792,19.125
562.1896551724137,19.375
560.4137931034481,21.875
558.6379310344827,24.75
556.8620689655172,31.25
555.0862068965516,46.625
553.3103448275862,69.5
551.5344827586206,95.25
549.7586206896551,107.625
547.9827586206895,93.625
546.2068965517241,63.875
544.4310344827585,42.625
542.655172413793,29.875
540.8793103448276,25.375
539.103448275862,22.5
537.3275862068965,19.375
535.5517241379309,19.375
533.7758620689655,17.125
531.9999999999999,14.625
530.2241379310344,15.375
528.4482758620688,16.375
526.6724137931034,16.875
524.8965517241379,15.25
523.1206896551723,13.625
521.3448275862069,13.375
519.5689655172413,13.375
517.7931034482758,10.375
516.0172413793102,10.625
514.2413793103448,10.375
512.4655172413792,11.625
510.6896551724137,11.375
508.91379310344814,10.125
507.1379310344827,9.5
505.3620689655172,9.375
503.58620689655163,8.5
501.81034482758616,8.625
500.0344827586206,7.625
498.2586206896551,6.75
496.48275862068954,6.0
494.70689655172407,6.5
492.9310344827585,6.5
491.155172413793,6.0
489.37931034482756,5.25
487.603448275862,4.25
485.8275862068965,4.25
484.05172413793093,5.0
482.27586206896547,4.25
480.4999999999999,3.5
478.7241379310344,4.375
476.94827586206884,5.0
475.1724137931034,5.0
473.3965517241378,4.5
471.6206896551723,4.125
469.84482758620686,2.5
468.0689655172413,2.0
466.2931034482758,2.5
464.51724137931024,3.125
462.74137931034477,2.625
460.9655172413792,2.5
459.1896551724137,3.75
457.41379310344814,3.75
455.6379310344827,3.0
453.8620689655172,3.625
452.08620689655163,3.75
450.31034482758616,3.75
448.5344827586206,2.625
446.7586206896551,3.125
444.98275862068954,2.625
443.20689655172407,1.875
441.4310344827585,2.25
439.655172413793,3.5
437.87931034482745,5.5
436.103448275862,7.625
434.3275862068965,7.5
432.55172413793093,7.125
430.77586206896547,5.875
428.9999999999999,4.0
427.2241379310344,2.25
425.44827586206884,1.625
423.67241379310326,1.75
421.8965517241379,1.25
420.1206896551723,0.875
418.34482758620675,0.875
416.5689655172414,1.0
