wavelength,intensity
697.155172413793,1.875
695.3793103448276,3.375
693.603448275862,4.75
691.8275862068965,3.75
690.0517241379309,3.75
688.2758620689655,4.875
686.4999999999999,4.625
684.7241379310344,4.125
682.9482758620688,4.375
681.1724137931034,4.125
679.3965517241379,4.25
677.6206896551723,4.375
675.8448275862069,4.5
674.0689655172413,4.375
672.2931034482758,4.375
670.5172413793102,4.5
668.7413793103448,4.625
666.9655172413792,4.0
665.1896551724137,4.25
663.4137931034483,4.5
661.6379310344827,4.0
659.8620689655172,3.625
658.0862068965516,3.875
656.3103448275862,4.375
654.5344827586206,4.25
652.7586206896551,4.25
650.9827586206895,3.625
649.2068965517241,3.25
647.4310344827586,3.625
645.655172413793,4.25
643.8793103448276,4.0
642.103448275862,4.125
640.3275862068965,4.625
638.5517241379309,4.75
636.7758620689655,4.625
634.9999999999999,4.625
633.2241379310344,4.75
631.4482758620688,5.625
629.6724137931034,4.625
627.8965517241379,4.375
626.1206896551723,6.125
624.3448275862069,6.375
622.5689655172413,5.5
620.7931034482758,5.875
619.0172413793102,7.625
617.2413793103448,8.875
615.4655172413792,9.0
613.6896551724137,9.875
611.9137931034483,10.75
610.1379310344827,12.0
608.3620689655172,16.0
606.5862068965516,21.875
604.8103448275862,33.625
603.0344827586206,48.25
601.2586206896551,51.625
599.4827586206895,36.5
597.7068965517241,25.5
595.9310344827585,18.25
594.155172413793,16.375
592.3793103448276,15.75
590.603448275862,18.0
588.8275862068965,18.875
587.0517241379309,17.125
585.2758620689655,17.875
583.4999999999999,19.0
581.7241379310344,20.0
579.9482758620688,18.875
578.1724137931034,17.625
576.3965517241379,19.75
574.6206896551723,22.0
572.8448275862069,20.125
571.0689655172413,19.5
569.2931034482758,19.125
567.5172413793102,19.125
565.7413793103448,18.375
563.9655172413792,20.0
562.1896551724137,21.0
560.4137931034481,21.625
558.6379310344827,21.625
556.8620689655172,21.875
555.0862068965516,22.0
553.3103448275862,19.0
551.5344827586206,18.75
549.7586206896551,20.0
547.9827586206895,20.625
546.2068965517241,19.0
544.4310344827585,21.5
542.655172413793,20.75
540.8793103448276,18.375
539.103448275862,19.0
537.3275862068965,20.0
535.5517241379309,19.875
533.7758620689655,19.0
531.9999999999999,19.125
530.2241379310344,16.875
528.4482758620688,17.375
526.6724137931034,17.25
524.8965517241379,17.25
523.1206896551723,17.625
521.3448275862069,14.875
519.5689655172413,13.25
517.7931034482758,13.125
516.0172413793102,13.75
514.2413793103448,12.375
512.4655172413792,10.875
510.6896551724137,10.75
508.91379310344814,9.375
507.1379310344827,8.875
505.3620689655172,9.5
503.58620689655163,8.75
501.81034482758616,9.0
500.0344827586206,7.875
498.2586206896551,7.0
496.48275862068954,6.375
494.70689655172407,5.875
492.9310344827585,4.375
491.155172413793,4.375
489.37931034482756,4.625
487.603448275862,4.875
485.8275862068965,4.875
484.05172413793093,6.875
482.27586206896547,9.5
480.4999999999999,11.25
478.7241379310344,11.5
476.94827586206884,9.625
475.1724137931034,5.875
473.3965517241378,4.5
471.6206896551723,5.0
469.84482758620686,3.875
468.0689655172413,3.875
466.2931034482758,3.5
464.51724137931024,2.875
462.74137931034477,2.75
460.9655172413792,2.625
459.1896551724137,2.75
457.41379310344814,2.25
455.6379310344827,2.375
453.8620689655172,2.25
452.08620689655163,2.375
450.31034482758616,2.5
448.5344827586206,2.375
446.7586206896551,2.75
444.98275862068954,2.75
443.20689655172407,2.75
441.4310344827585,2.0
439.655172413793,1.625
437.87931034482745,1.875
436.103448275862,1.75
434.3275862068965,2.375
432.55172413793093,3.125
430.77586206896547,2.5
428.9999999999999,2.25
427.2241379310344,1.625
425.44827586206884,1.125
423.67241379310326,1.25
421.8965517241379,1.0
420.1206896551723,0.875
418.34482758620675,0.875
416.5689655172414,0.875
