wavelength,intensity
697.155172413793,1.25
695.3793103448276,1.625
693.603448275862,1.625
691.8275862068965,2.25
690.0517241379309,1.5
688.2758620689655,1.625
686.4999999999999,2.25
684.7241379310344,2.125
682.9482758620688,2.0
681.1724137931034,2.25
679.3965517241379,1.75
677.6206896551723,2.25
675.8448275862069,2.625
674.0689655172413,3.125
672.2931034482758,2.125
670.5172413793102,2.25
668.7413793103448,2.5
666.9655172413792,2.125
665.1896551724137,2.25
663.4137931034483,1.625
661.6379310344827,1.875
659.8620689655172,2.375
658.0862068965516,2.375
656.3103448275862,3.0
654.5344827586206,3.0
652.7586206896551,2.25
650.9827586206895,2.625
649.2068965517241,2.25
647.4310344827586,2.375
645.655172413793,2.625
643.8793103448276,2.75
642.103448275862,1.75
640.3275862068965,2.375
638.5517241379309,3.375
636.7758620689655,3.0
634.9999999999999,2.75
633.2241379310344,2.375
631.4482758620688,2.125
629.6724137931034,2.5
627.8965517241379,2.875
626.1206896551723,3.0
624.3448275862069,3.25
622.5689655172413,3.25
620.7931034482758,2.5
619.0172413793102,3.125
617.2413793103448,3.75
615.4655172413792,3.625
613.6896551724137,5.0
611.9137931034483,5.5
610.1379310344827,6.75
608.3620689655172,7.625
606.5862068965516,7.0
604.8103448275862,8.875
603.0344827586206,11.875
601.2586206896551,18.625
599.4827586206895,33.125
597.7068965517241,46.375
595.9310344827585,45.625
594.155172413793,36.0
592.3793103448276,24.625
590.603448275862,17.125
588.8275862068965,14.125
587.0517241379309,12.875
585.2758620689655,12.125
583.4999999999999,12.25
581.7241379310344,13.5
579.9482758620688,13.75
578.1724137931034,13.5
576.3965517241379,12.625
574.6206896551723,13.875
572.8448275862069,12.0
571.0689655172413,14.125
569.2931034482758,14.0
567.5172413793102,14.0
565.7413793103448,13.25
563.9655172413792,13.75
562.1896551724137,13.75
560.4137931034481,14.125
558.6379310344827,15.375
556.8620689655172,13.25
555.0862068965516,12.75
553.3103448275862,13.125
551.5344827586206,12.875
549.7586206896551,12.75
547.9827586206895,12.25
546.2068965517241,12.875
544.4310344827585,13.125
542.655172413793,13.375
540.8793103448276,13.625
539.103448275862,11.625
537.3275862068965,12.375
535.5517241379309,12.375
533.7758620689655,12.0
531.9999999999999,13.0
530.2241379310344,13.0
528.4482758620688,11.5
526.6724137931034,13.125
524.8965517241379,11.375
523.1206896551723,12.0
521.3448275862069,10.625
519.5689655172413,11.0
517.7931034482758,11.0
516.0172413793102,9.625
514.2413793103448,9.5
512.4655172413792,9.125
510.6896551724137,8.625
508.91379310344814,9.125
507.1379310344827,7.5
505.3620689655172,6.375
503.58620689655163,6.0
501.81034482758616,6.625
500.0344827586206,6.375
498.2586206896551,5.875
496.48275862068954,5.625
494.70689655172407,5.0
492.9310344827585,5.375
491.155172413793,6.0
489.37931034482756,6.0
487.603448275862,4.75
485.8275862068965,3.75
484.05172413793093,4.875
482.27586206896547,6.25
480.4999999999999,9.875
478.7241379310344,14.5
476.94827586206884,16.875
475.1724137931034,16.75
473.3965517241378,12.625
471.6206896551723,7.75
469.84482758620686,4.625
468.0689655172413,3.125
466.2931034482758,3.5
464.51724137931024,3.625
462.74137931034477,2.875
460.9655172413792,2.75
459.1896551724137,3.25
457.41379310344814,2.875
455.6379310344827,3.0
453.8620689655172,3.0
452.08620689655163,2.125
450.31034482758616,1.5
448.5344827586206,1.625
446.7586206896551,2.875
444.98275862068954,1.75
443.20689655172407,1.625
441.4310344827585,1.25
439.655172413793,1.0
437.87931034482745,1.0
436.103448275862,1.625
434.3275862068965,1.875
432.55172413793093,1.375
430.77586206896547,1.5
428.9999999999999,1.625
427.2241379310344,2.125
425.44827586206884,1.5
423.67241379310326,1.75
421.8965517241379,1.0
420.1206896551723,0.875
418.34482758620675,0.875
416.5689655172414,0.75
