wavelength,intensity
697.155172413793,6.4375
695.3793103448276,6.9375
693.603448275862,7.8125
691.8275862068965,7.9375
690.0517241379309,7.8125
688.2758620689655,8.3125
686.4999999999999,8.25
684.7241379310344,9.375
682.9482758620688,10.5625
681.1724137931034,11.375
679.3965517241379,12.5625
677.6206896551723,13.3125
675.8448275862069,15.25
674.0689655172413,16.25
672.2931034482758,17.9375
670.5172413793102,20.1875
668.7413793103448,22.75
666.9655172413792,23.1875
665.1896551724137,22.0
663.4137931034483,23.25
661.6379310344827,23.3125
659.8620689655172,21.875
658.0862068965516,20.75
656.3103448275862,19.3125
654.5344827586206,19.5
652.7586206896551,20.0625
650.9827586206895,19.0
649.2068965517241,19.25
647.4310344827586,18.3125
645.655172413793,18.125
643.8793103448276,17.75
642.103448275862,17.75
640.3275862068965,18.4375
638.5517241379309,19.25
636.7758620689655,19.1875
634.9999999999999,18.375
633.2241379310344,18.25
631.4482758620688,18.625
629.6724137931034,18.375
627.8965517241379,17.3125
626.1206896551723,17.0
624.3448275862069,17.5625
622.5689655172413,18.1875
620.7931034482758,17.8125
619.0172413793102,18.375
617.2413793103448,19.5
615.4655172413792,18.6875
613.6896551724137,18.5625
611.9137931034483,20.1875
610.1379310344827,21.9375
608.3620689655172,22.75
606.5862068965516,23.0625
604.8103448275862,23.4375
603.0344827586206,24.4375
601.2586206896551,25.25
599.4827586206895,25.875
597.7068965517241,24.9375
595.9310344827585,26.125
594.155172413793,27.625
592.3793103448276,28.0625
590.603448275862,28.5625
588.8275862068965,30.0625
587.0517241379309,30.75
585.2758620689655,33.125
583.4999999999999,32.1875
581.7241379310344,34.4375
579.9482758620688,33.625
578.1724137931034,34.5
576.3965517241379,34.875
574.6206896551723,36.25
572.8448275862069,37.3125
571.0689655172413,36.25
569.2931034482758,35.5625
567.5172413793102,36.0
565.7413793103448,36.875
563.9655172413792,37.1875
562.1896551724137,37.0
560.4137931034481,38.0625
558.6379310344827,37.8125
556.8620689655172,36.625
555.0862068965516,36.5625
553.3103448275862,35.5
551.5344827586206,34.875
549.7586206896551,35.625
547.9827586206895,36.0
546.2068965517241,36.5625
544.4310344827585,37.0
542.655172413793,35.25
540.8793103448276,36.75
539.103448275862,41.25
537.3275862068965,48.625
535.5517241379309,52.6875
533.7758620689655,52.3125
531.9999999999999,45.625
530.2241379310344,39.9375
528.4482758620688,34.625
526.6724137931034,31.625
524.8965517241379,30.5
523.1206896551723,30.1875
521.3448275862069,29.625
519.5689655172413,27.8125
517.7931034482758,27.25
516.0172413793102,24.75
514.2413793103448,24.1875
512.4655172413792,23.8125
510.6896551724137,22.875
508.91379310344814,21.5625
507.1379310344827,21.1875
505.3620689655172,21.125
503.58620689655163,19.5625
501.81034482758616,18.125
500.0344827586206,16.3125
498.2586206896551,15.75
496.48275862068954,15.3125
494.70689655172407,14.25
492.9310344827585,13.875
491.155172413793,14.25
489.37931034482756,14.375
487.603448275862,12.6875
485.8275862068965,11.625
484.05172413793093,10.3125
482.27586206896547,9.3125
480.4999999999999,9.1875
478.7241379310344,9.75
476.94827586206884,9.125
475.1724137931034,9.5
473.3965517241378,9.875
471.6206896551723,9.6875
469.84482758620686,7.5
468.0689655172413,7.0625
466.2931034482758,7.625
464.51724137931024,7.9375
462.74137931034477,8.3125
460.9655172413792,7.5625
459.1896551724137,7.8125
457.41379310344814,7.625
455.6379310344827,6.4375
453.8620689655172,6.6875
452.08620689655163,6.3125
450.31034482758616,6.0625
448.5344827586206,5.75
446.7586206896551,6.75
444.98275862068954,6.4375
443.20689655172407,6.4375
441.4310344827585,5.5625
439.655172413793,5.75
437.87931034482745,5.75
436.103448275862,5.25
434.3275862068965,5.375
432.55172413793093,6.25
430.77586206896547,6.25
428.9999999999999,6.875
427.2241379310344,7.4375
425.44827586206884,6.5
423.67241379310326,6.0625
421.8965517241379,7.25
420.1206896551723,7.1875
418.34482758620675,6.1875
416.5689655172414,6.8125
