wavelength,intensity
697.155172413793,1
695.3793103448276,1
693.603448275862,1
691.8275862068965,0
690.0517241379309,0
688.2758620689655,1
686.4999999999999,1
684.7241379310344,2
682.9482758620688,2
681.1724137931034,2
679.3965517241379,1
677.6206896551723,2
675.8448275862069,3
674.0689655172413,3
672.2931034482758,3
670.5172413793102,3
668.7413793103448,3
666.9655172413792,3
665.1896551724137,3
663.4137931034483,3
661.6379310344827,4
659.8620689655172,3
658.0862068965516,3
656.3103448275862,5
654.5344827586206,6
652.7586206896551,6
650.9827586206895,5
649.2068965517241,5
647.4310344827586,6
645.655172413793,7
643.8793103448276,8
642.103448275862,11
640.3275862068965,16
638.5517241379309,33
636.7758620689655,67
634.9999999999999,88
633.2241379310344,99
631.4482758620688,84
629.6724137931034,76
627.8965517241379,42
626.1206896551723,16
624.3448275862069,11
622.5689655172413,12
620.7931034482758,14
619.0172413793102,6
617.2413793103448,5
615.4655172413792,5
613.6896551724137,4
611.9137931034483,4
610.1379310344827,5
608.3620689655172,6
606.5862068965516,4
604.8103448275862,3
603.0344827586206,3
601.2586206896551,5
599.4827586206895,6
597.7068965517241,8
595.9310344827585,7
594.155172413793,6
592.3793103448276,5
590.603448275862,4
588.8275862068965,3
587.0517241379309,4
585.2758620689655,5
583.4999999999999,5
581.7241379310344,4
579.9482758620688,2
578.1724137931034,4
576.3965517241379,4
574.6206896551723,4
572.8448275862069,4
571.0689655172413,6
569.2931034482758,7
567.5172413793102,7
565.7413793103448,4
563.9655172413792,2
562.1896551724137,6
560.4137931034481,5
558.6379310344827,4
556.8620689655172,5
555.0862068965516,5
553.3103448275862,3
551.5344827586206,3
549.7586206896551,2
547.9827586206895,1
546.2068965517241,1
544.4310344827585,0
542.655172413793,3
540.8793103448276,3
539.103448275862,2
537.3275862068965,2
535.5517241379309,1
533.7758620689655,2
531.9999999999999,2
530.2241379310344,2
528.4482758620688,2
526.6724137931034,2
524.8965517241379,2
523.1206896551723,2
521.3448275862069,2
519.5689655172413,1
517.7931034482758,2
516.0172413793102,0
514.2413793103448,0
512.4655172413792,0
510.6896551724137,1
508.91379310344814,0
507.1379310344827,0
505.3620689655172,1
503.58620689655163,0
501.81034482758616,1
500.0344827586206,1
498.2586206896551,1
496.48275862068954,1
494.70689655172407,0
492.9310344827585,1
491.155172413793,1
489.37931034482756,2
487.603448275862,1
485.8275862068965,1
484.05172413793093,1
482.27586206896547,2
480.4999999999999,1
478.7241379310344,0
476.94827586206884,0
475.1724137931034,0
473.3965517241378,0
471.6206896551723,1
469.84482758620686,0
468.0689655172413,1
466.2931034482758,2
464.51724137931024,1
462.74137931034477,0
460.9655172413792,1
459.1896551724137,0
457.41379310344814,0
455.6379310344827,0
453.8620689655172,1
452.08620689655163,1
450.31034482758616,2
448.5344827586206,1
446.7586206896551,1
444.98275862068954,0
443.20689655172407,0
441.4310344827585,1
439.655172413793,5
437.87931034482745,1
436.103448275862,0
434.3275862068965,0
432.55172413793093,0
430.77586206896547,0
428.9999999999999,0
427.2241379310344,0
425.44827586206884,1
423.67241379310326,2
421.8965517241379,0
420.1206896551723,0
418.34482758620675,0
416.5689655172414,0
,
